id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,
226,0.0398,674,313147,501,0.000123,2,0.0818,-12907,0,0.0579,107363,4.0,567,1,Heaven And Hell Is On Earth,20th Century Steel Band,
227,0.0448,788,243800,617,0.0,2,88,-4516,1,0.0651,122065,4.0,0.13,1,Upper Echelon,Travis Scott,
228,0.000686,745,384907,857,0.2,0,22,-5754,1,0.0393,115945,4.0,946,1,Flying High (Part 1),Cloud One,
229,0.0107,621,240760,796,187,8,0.0719,-6179,0,0.0327,140012,4.0,288,1,Go,Grimes,
230,377,818,242067,528,0.0,2,131,-10666,0,0.0716,120368,4.0,895,1,Spill The Wine,Eric Burdon,
231,0.0988,856,247800,874,0.000472,11,339,-8037,0,0.0401,122416,4.0,0.91,1,Got To Give It Up (Part 1),Marvin Gaye,
232,0.0913,614,286315,857,0.0,2,69,-8.85,0,0.0859,85125,4.0,944,1,Never Gonna Give You Up,Barry White,
233,0.0778,729,289627,527,0.0,9,382,-6338,1,0.0708,126012,4.0,0.23,1,Sanctified,Rick Ross,
234,0.0608,0.42,151853,776,0.0107,11,248,-8827,1,0.0451,114217,4.0,416,1,It #1,Ty Segall,
235,11,757,280427,578,0.00672,0,127,-3886,1,0.0386,102.96,4.0,952,1,Dangerous (feat. Joywave),Big Data,
236,0.0249,618,221840,538,1.37e-05,2,352,-5828,0,0.0319,79925,4.0,299,1,Counting,Autre Ne Veut,
237,642,657,175333,393,4.03e-05,0,0.14,-7667,1,0.0367,99946,4.0,266,1,You're the Best,Wet,
238,538,879,313493,495,0.000333,7,0.0827,-10584,0,0.0765,102652,4.0,797,1,Estrelar,Marcos Valle,
239,0.0172,496,190582,0.54,0.0367,7,0.13,-7121,0,0.0324,131337,5.0,172,1,Hold On We're Going Home,ASTR,
240,0.0639,742,256693,945,165,5,131,-6445,1,0.0428,112977,4.0,748,1,Uncle ACE,Blood Orange,
241,245,623,227907,0.65,0.000913,10,146,-7953,1,0.0274,116.74,4.0,884,1,San Francisco,Foxygen,
242,0.00101,736,258387,0.68,897,4,0.0922,-7036,0,0.0361,120995,4.0,0.0793,1,Stay High - Habits Remix,Tove Lo,
243,254,482,139267,0.96,2.43e-06,0,294,-5269,0,126,113263,4.0,539,1,Crosstown Traffic,Jimi Hendrix,
244,0.0117,683,175357,0.86,0.000379,7,356,-7317,1,0.31,143311,4.0,317,1,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],Open Mike Eagle,
245,0.0626,697,181149,655,774,1,353,-9781,0,0.15,86969,4.0,436,1,Marijuana,Chrome Sparks,
246,479,631,187617,626,0.0,9,108,-7747,0,114,107007,4.0,104,1,Crown Violet - Bonus Track,Azizi Gibson,
247,0.0957,747,202349,722,0.000519,8,208,-7.33,1,0.0349,100215,4.0,0.56,1,Glad I Met You,D. Gookin,
248,251,569,265827,0.74,2.68e-06,0,134,-6235,1,283,180559,4.0,709,1,Dancing In The Rain,Blu,
249,29,674,202733,832,5.56e-06,9,0.0927,-3593,1,0.0616,102833,4.0,807,1,You Know I'm No Good - Ghostface UK Version,Amy Winehouse,
250,0.00744,578,246007,947,0.0816,11,105,-2431,0,36,134034,4.0,452,1,Kill V. Maim,Grimes,
251,449,586,217120,658,368,10,109,-9.71,0,0.0457,144933,4.0,276,1,Life Round Here,James Blake,
252,275,756,206378,0.44,0.0,1,101,-9973,0,179,112.14,4.0,307,1,Sitting Pretty (feat. Wiz Khalifa),Ty Dolla $ign,
253,212,723,322050,687,5.83e-05,11,137,-7019,0,0.0373,95237,4.0,867,1,"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk,
254,0.0559,599,243589,645,108,0,0.0857,-6098,1,0.0315,141209,4.0,371,1,Clouds Over the Pacific,James Pants,
255,0.00333,586,238507,671,916,10,0.0521,-9787,0,0.0445,91412,4.0,771,1,Distant Land,Madlib,
256,0.0332,749,267800,802,0.0499,7,611,-6159,0,0.0471,106077,4.0,824,1,Flashlight,Parliament,
257,539,689,171560,0.83,0.0,8,0.0882,-8774,1,0.0954,140732,4.0,822,1,Can You Get To That,Funkadelic,
258,0.0257,283,186369,331,0.00489,0,174,-7459,0,0.0315,101797,3.0,151,1,Better,Banks,
259,0.0193,413,216771,676,0.0,6,0.1,-7639,0,241,71607,4.0,601,1,Pony,Pretty Sister,
260,0.0181,932,192773,819,6.81e-06,8,0.0577,-3484,0,203,119941,4.0,552,1,WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,
261,0.0062,748,312240,733,0.0,11,329,-4421,0,72,93019,4.0,273,1,Again,Fetty Wap,
262,108,0.53,194613,433,0.0,6,135,-10598,1,185,160.14,4.0,272,1,Exchange,Bryson Tiller,
263,196,388,238000,688,0.00883,5,0.0781,-8407,0,0.0708,170678,3.0,804,1,Sugar for the Queen,Bells Atlas,
264,667,371,275013,703,0.00186,3,0.0986,-7358,1,0.0404,120599,4.0,558,1,Symphony of the Nymph,Ariel Pink's Haunted Graffiti,
265,124,875,347667,532,0.0123,10,314,-13265,0,0.0686,116556,4.0,704,1,Cool It Now,New Edition,
266,74,523,215867,722,0.00336,6,122,-6533,1,0.0307,129424,4.0,496,1,Jumpin' Jack Flash,Ananda Shankar,
267,0.0962,654,252095,292,0.0031,2,106,-12977,1,474,153547,4.0,111,1,River,Ibeyi,
268,455,847,191541,654,0.0622,5,0.0674,-6443,0,113,119998,4.0,624,1,You Know You Like It - Bondax Remix,AlunaGeorge,
269,15,836,229715,537,0.00103,4,0.0805,-9854,0,261,160188,4.0,0.43,1,Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena,
270,172,413,273545,555,0.000309,11,256,-9699,0,0.0427,121976,4.0,542,1,Mykonos (feat. Fleet Foxes),Rhythms Del Mundo,
271,123,473,153973,865,968,0,897,-6391,1,0.0332,100018,4.0,554,1,So Destroyed (channeling Rage Peace),Prince Rama,
272,0.00593,609,207301,641,585,8,105,-5309,1,0.0266,84957,4.0,0.0844,1,Bitch,Allie X,
273,174,544,181400,427,0.0248,9,133,-8.33,0,0.0298,139939,4.0,189,1,Locket,Kilo Kish,
274,0.0059,379,325500,674,1.04e-05,8,0.0957,-5762,0,0.0305,99797,3.0,0.0647,1,Apathy,Shlohmo,
275,0.000304,316,245880,748,0.0139,2,608,-8187,1,0.0413,79337,4.0,239,1,It All Feels Right,Washed Out,
276,0.29,857,222573,484,3.04e-06,10,112,-6232,0,148,107434,4.0,729,1,Last Chance to Dance,Ekkah,
277,0.00412,389,215560,884,172,9,0.31,-4602,1,0.0741,128604,4.0,399,1,The Righteous One,The Orwells,
278,0.00492,519,282659,793,0.93,10,235,-9.83,0,0.0777,164032,4.0,222,1,The New International Sound,GENER8ION,
279,384,478,281774,0.6,808,5,0.0987,-11025,0,0.0356,143.98,4.0,0.0635,1,Like Lust,MOVEMENT,
280,0.00978,706,362413,643,0.00955,2,103,-9357,0,0.0859,160026,4.0,808,1,Rhythm of Devotion,Sisyphus,
281,0.0621,736,190440,539,0.0312,1,0.12,-8316,1,0.0936,147.73,4.0,761,1,Zion Gate Dub,King Tubby,
282,81,651,253587,0.77,6.54e-05,0,114,-8.08,0,0.0274,112923,4.0,738,1,Enjoy The Silence - Remastered Version Original,Depeche Mode,
283,0.0269,869,270520,658,299,8,115,-5025,1,36,109998,4.0,244,1,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,Willie Bobo,
284,428,624,238427,852,656,1,114,-10184,1,153,135223,4.0,517,1,Archangel,Burial,
285,699,386,328966,509,872,2,131,-12745,0,34,129982,4.0,254,1,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",Thundercat,
286,0.22,234,207186,747,0.000176,11,157,-3332,0,0.0577,81805,4.0,365,1,Skyscraper,Elephant,
287,516,525,216520,797,5E-06,1,152,-11168,0,0.0656,100518,4.0,769,1,I Want You - Single Version,Marvin Gaye,
288,0.00564,521,208613,888,0.0226,8,0.0633,-5197,1,0.0357,81971,4.0,264,1,"The New International Sound, Pt. 2 (feat. M.I.A.)",GENER8ION,
289,504,719,181459,697,0.0,2,295,-5647,1,0.31,117123,4.0,668,1,Suede (feat. Anderson Paak & Knxwledge),NxWorries,
290,825,722,196507,605,0.0178,5,248,-6.07,1,153,165998,4.0,0.69,1,Bam Bam,Sister Nancy,
291,0.0453,806,218280,696,5.71e-06,11,0.0785,-5109,1,0.0502,127023,4.0,131,1,Alright,Logic,
292,259,763,156484,491,902,9,0.14,-8587,0,0.0316,93024,4.0,475,1,Rainy Streets,Blue In Green,
293,0.00403,736,168451,0.68,5.49e-06,9,116,-6438,1,342,149902,4.0,601,1,Hazelton Trump,OB OBrien,
294,0.0141,651,256667,824,6.02e-06,0,129,-9368,1,0.0617,141226,4.0,731,1,Free Stress Test,Professor Murder,
295,127,479,278147,609,0.0,11,0.0815,-8678,0,236,107699,5.0,522,1,I'm Ya Dogg,Snoop Dogg,
296,379,535,293213,374,0.0464,9,0.0914,-8.83,1,0.0317,121.93,3.0,339,1,Hot Dreams,Timber Timbre,
297,0.0861,356,242253,567,0.0,0,137,-7011,0,0.0798,135553,5.0,116,1,The Hills,The Weeknd,
298,0.26,753,200213,0.9,0.000102,11,165,-1866,0,0.0322,119.72,4.0,967,1,"When They Fight, They Fight",Generationals,
299,32,694,273949,789,0.00129,4,127,-5201,0,0.0378,109014,4.0,549,1,The River,Son Little,
300,0.0356,483,229893,804,1.6e-06,8,0.0736,-3452,1,0.0501,73048,4.0,803,1,Rill Rill,Sleigh Bells,
301,0.0453,878,372096,0.43,751,11,101,-8445,0,0.0658,119999,4.0,138,1,Awake,Santé,
302,0.19,703,228040,412,5.26e-06,6,221,-9827,0,0.0288,152219,4.0,815,1,Johnny Was,Bob Marley & The Wailers,
303,407,688,192040,488,0.0,11,0.43,-14195,0,357,69.77,4.0,708,1,Monster Mash,"Bobby ""Boris"" Pickett",
304,854,316,659560,308,888,2,585,-15944,1,0.0411,103459,4.0,0.0933,1,Night on Bald Mountain,Modest Mussorgsky,
305,153,725,230400,918,0.0328,10,113,-4912,0,0.0676,125009,4.0,191,1,Feel The Volume,Jauz,
306,321,749,308947,422,155,1,0.11,-11004,0,0.0733,98.82,4.0,587,1,Water Me (feat. Leon Ware),Theophilus London,
307,0.00079,771,248991,248,0.1,5,341,-20815,0,0.0802,139937,4.0,281,1,Kathy Lee,Jessy Lanza,
308,0.0259,0.69,225533,548,0.00243,10,106,-9587,0,352,121509,4.0,693,1,Love Buzz,Shocking Blue,
309,58,648,201848,887,0.0,1,0.0382,-4536,0,188,102128,4.0,464,1,Beautiful Life (feat. Action Bronson & Joey Bada$$),Statik Selektah,
310,0.0498,403,274480,742,0.0,11,418,-5889,0,338,90336,4.0,734,1,Auditorium,Mos Def,
311,0.0803,664,472013,727,0.000253,0,0.38,-8738,1,263,77.92,4.0,527,1,Disco Devil,"Lee ""Scratch"" Perry",
312,118,704,288347,894,0.000115,6,386,-7415,1,243,98946,4.0,408,1,Frontier Psychiatrist,The Avalanches,
313,0.00189,554,252140,749,0.39,10,124,-7365,1,0.0266,168045,4.0,824,1,Had Ten Dollaz,Cherry Glazerr,
314,0.0174,446,241800,752,0.0,6,128,-6088,1,368,96318,4.0,585,1,Sometimes,Heems,
315,124,612,265133,628,0.85,1,231,-7.82,1,0.0447,172176,4.0,373,1,VHS Sex,Com Truise,
316,0.00838,587,235440,866,3.55e-05,9,0.15,-6444,1,0.0816,107986,3.0,0.42,1,Ambling Alp,Yeasayer,
317,429,551,141493,952,0.000686,7,0.0721,-4886,1,0.0944,136958,4.0,628,1,All Day And All Of The Night,The Kinks,
318,419,331,133093,957,0.0,7,102,-6101,0,0.0504,143299,4.0,561,1,Strychnine,The Sonics,
319,106,912,194040,317,0.000208,6,0.0723,-12719,0,0.0378,99346,4.0,949,1,Who Is He (And What Is He to You?),Bill Withers,
320,0.0211,697,236456,905,893,6,119,-7787,0,0.0339,119977,4.0,311,1,Acamar,Frankey,
321,0.00799,883,382015,333,804,5,257,-17848,0,53,121099,4.0,964,1,It Looks Like Love,Goody Goody,
322,0.00236,733,232375,0.87,0.00102,0,327,-6199,1,0.0624,118449,4.0,657,1,Freak Connection - Edit,Cerrone,
323,0.0602,803,446307,579,0.000627,10,226,-11156,0,59,108567,4.0,726,1,"I'll Be Good - 12"" Mix",Rene & Angela,
324,219,698,223191,515,0.0,4,124,-13029,1,0.0605,85023,4.0,712,1,Here I Come (Broader Than Broadway),Barrington Levy,
325,0.0138,677,144280,905,0.0,6,219,-4597,1,0.0721,89988,4.0,742,1,Swords,M.I.A.,
326,0.0169,648,197800,862,0.0,1,0.0937,-4527,0,0.0777,127857,4.0,176,1,Hands On The Wheel,ScHoolboy Q,
327,315,0.65,190734,448,0.0,5,0.0931,-9979,1,0.0947,85045,4.0,193,1,Kush High,Eighty4 Fly,
328,518,672,248372,527,0.26,9,0.0946,-12702,0,111,87996,4.0,356,1,Métele,Buscabulla,
329,0.0567,838,194828,537,799,8,0.0991,-11689,1,116,121986,4.0,357,1,What I Might Do,Ben Pearce,
330,0.0286,0.76,479547,391,0.00691,1,0.0582,-8.73,1,0.0353,116873,4.0,965,1,Atomic Bomb,William Onyeabor,
331,0.00909,646,279200,621,0.000124,0,249,-11358,1,0.0747,90986,4.0,408,1,World Restart,Kindness,
332,0.0445,808,237853,687,0.3,9,0.0933,-8668,1,0.0397,109953,4.0,458,1,Swingin' Party,Kindness,
333,119,716,263817,647,1.38e-05,1,121,-4008,1,0.0345,131.04,4.0,159,1,Antidote,Travis Scott,
334,0.0111,846,233387,501,0.00257,11,0.0883,-6076,1,0.0334,118001,4.0,825,1,Pieces,Tanlines,
335,388,704,745653,942,0.0147,2,302,-5115,0,171,131.69,4.0,584,1,Zombie,Fela Kuti,
336,2.84e-06,305,97560,827,0.00245,5,335,-5789,1,147,159882,4.0,463,1,Time-Out,Terror Train,
337,0.0115,0.82,349720,616,445,4,82,-8427,0,0.0361,127.86,4.0,972,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,Gary's Gang,
338,136,185,105858,0.89,0.0,2,777,-4182,1,0.0524,163315,4.0,322,1,I'm a Dildo,No Parents,
339,0.00328,562,238457,801,0.0,11,605,-3069,0,267,169988,4.0,634,1,Do It (High School Dropout),Tayyib Ali,
340,376,565,217648,0.86,0.000121,11,119,-5449,1,0.0285,95019,4.0,782,1,Cadillac Girl,Only Real,
341,196,464,199053,772,0.0088,2,0.0716,-5046,0,0.0397,107651,4.0,627,1,Today,Tom Scott,
342,248,576,235187,602,0.000609,0,144,-6591,0,315,141345,4.0,0.57,1,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Hermitude,
343,0.0686,388,220467,598,0.0,4,657,-9485,0,0.0296,154.78,4.0,641,1,I Choose You,Willie Hutch,
344,602,637,156430,498,119,1,305,-9367,1,0.0231,92227,4.0,931,1,The Way You’d Love Her,Mac Demarco,
345,0.0893,636,235813,0.72,0.0178,11,0.0868,-6195,1,0.0432,124944,4.0,444,1,Shooting Stars,Bag Raiders,
346,0.000141,688,324437,587,0.92,2,0.0421,-8521,1,46,125012,4.0,757,1,Bloom - Lane 8 Remix,ODESZA,
347,0.0469,766,237867,0.82,0.0,2,336,-5851,1,124,117012,4.0,401,1,Pacifier,Young Thug,
348,133,402,206920,794,0.0,11,133,-3982,0,125,195058,3.0,706,1,Powerful,Major Lazer,
349,157,599,218342,524,0.0,1,238,-8036,1,0.13,83013,4.0,0.44,1,Unbreakable,Janet Jackson,
350,371,837,245581,492,0.0401,0,102,-7792,1,354,85951,4.0,407,1,It's Strange (feat. K.Flay),Louis The Child,
351,0.0124,612,231765,858,0.0,7,0.0984,-5437,0,0.0478,145306,4.0,451,1,Make Them Gold,CHVRCHES,
352,0.19,0.63,348742,671,753,6,466,-7727,0,0.0602,96478,4.0,142,1,Don't Mean A Thing,Lapalux,
353,0.0953,614,237073,858,0.0559,6,125,-7068,0,97,164025,4.0,477,1,White Lies - The Soundmen Remix,Max Frost,
354,0.27,446,259765,0.89,661,7,451,-7974,1,0.0308,170002,4.0,503,1,Sophia So Far,Goodnight Radio,
355,0.0846,481,263187,851,907,7,178,-4528,1,127,174144,4.0,852,1,Nimble Girl,Hotel Eden,
356,0.00855,293,202160,792,0.0111,7,133,-3747,1,0.0363,161933,4.0,696,1,Grinder,Gary Clark Jr.,
357,128,889,272720,597,0.0004,9,0.0924,-7301,0,374,119999,4.0,261,1,Choices (Yup),E-40,
358,88,673,347613,857,0.0108,4,0.0754,-7493,0,0.0422,109.99,4.0,457,1,Two Brothers,Hanni El Khatib,
359,0.0406,536,238893,922,8.92e-05,2,214,-6247,1,0.0667,121977,4.0,368,1,Walkabout (W/ Noah Lennox),Atlas Sound,
360,0.0377,575,215973,691,563,5,0.0657,-7595,0,0.0301,131588,4.0,718,1,Ferus Gallery,Allah-Las,
361,21,571,237680,719,0.0,11,458,-7206,0,0.0378,80694,4.0,538,1,Everybody Loves The Sunshine,Roy Ayers Ubiquity,
362,0.0466,784,252663,803,1.57e-05,9,0.0773,-3458,0,0.0597,111044,4.0,0.79,1,Number One,Tuxedo,
363,0.16,746,179091,682,0.0,7,177,-6353,1,117,98977,4.0,836,1,Sick Beat,Kero Kero Bonito,
364,0.00266,444,217733,498,0.0299,2,135,-7631,1,199,119914,4.0,294,1,She a Go (feat. Spinn & Taso),DJ Rashad,
365,0.0833,736,218312,882,0.000349,11,354,-4285,0,0.0398,126012,4.0,512,1,Lost You,Zeds Dead,
366,445,915,183159,0.54,3.63e-05,7,0.11,-6578,1,0.0661,100039,4.0,113,1,Norf Norf,Vince Staples,
367,304,0.75,229588,835,0.0,4,165,-7882,1,152,127026,4.0,504,1,Eleven 11: / 11,Rob Curly,
368,109,632,197963,519,0.0,1,122,-7207,1,0.0265,99999,4.0,602,1,Buffalo,Toro y Moi,
369,0.0152,814,234640,0.83,0.36,10,0.0899,-5766,0,0.0822,124998,4.0,287,1,Talk About,Les Sins,
370,273,893,142012,378,0.0,9,141,-7324,1,305,119969,4.0,642,1,Probably Nu It,Tree,
371,0.0146,823,274320,768,1.03e-06,11,127,-6.21,1,0.0819,115021,4.0,207,1,Mamacita,Travis Scott,
372,0.0573,639,284080,749,0.0294,1,153,-5916,0,0.0468,84452,4.0,553,1,Star,Gary Clark Jr.,
373,726,0.49,289307,376,2.54e-05,11,0.0849,-13463,0,0.0433,182969,4.0,107,1,Gooey,Glass Animals,
374,0.0487,289,273000,523,0.000293,6,0.0561,-9531,1,0.0488,145556,4.0,366,1,Walk On By - Single Version,Isaac Hayes,
375,111,615,196817,781,0.0,5,373,-4838,0,203,105967,4.0,664,1,Omen - Radio Edit,Disclosure,
376,0.0207,808,292373,0.41,364,9,0.0769,-12428,1,0.0658,122663,4.0,752,1,Champagne Coast,Blood Orange,
377,102,775,423747,528,582,9,233,-7756,1,0.0441,94967,4.0,961,1,Running Back To You,The Juan Maclean,
378,0.00757,393,261187,838,145,9,223,-3815,1,0.0985,142019,4.0,474,1,BKNY,Fat Tony,
379,0.01,449,191425,416,122,0,0.0778,-5571,1,0.0608,140804,3.0,118,1,Pains,Silk Rhodes,
380,2.24e-05,595,224094,549,835,4,274,-10.41,0,0.0339,122199,4.0,131,1,Night Drive,Part Time,
381,38,728,176675,0.62,0.0,2,342,-7533,1,0.0434,81998,4.0,904,1,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,
382,765,561,213786,896,685,2,124,-4903,1,0.0528,86808,4.0,654,1,Indian Food,Dumbo Gets Mad,
383,775,758,216234,343,0.0,1,0.11,-9044,0,0.0402,99995,4.0,218,1,Childs Play (feat. Chance the Rapper),SZA,
384,0.000429,782,351707,938,121,10,118,-8692,0,0.05,118086,4.0,872,1,Lets Start the Dance,Bohannon,
385,323,839,369067,0.48,0.0505,6,0.0758,-12223,1,113,120973,4.0,0.45,1,Rollerskate,Matias Aguayo,
386,0.0301,226,247027,261,0.0677,2,0.0628,-11276,1,0.0339,108915,4.0,0.0795,1,Outro,M83,
387,268,763,322093,623,4.37e-06,2,0.0768,-6128,1,179,115032,4.0,369,1,Grindin’ My Whole Life,HS87,
388,0.0626,858,254920,717,243,0,216,-8734,1,0.0995,120004,4.0,593,1,Slyd,!!!,
389,0.000239,329,255413,814,0.0944,7,0.0936,-6005,1,0.0674,120462,4.0,403,1,The Moment,Tame Impala,
390,317,727,197133,599,0.0,1,219,-6941,1,327,167909,3.0,381,1,R.I.C.O. (feat. Drake),Meek Mill,
391,0.00605,318,182987,975,832,9,345,-4211,1,0.0916,174205,4.0,683,1,Black And White,Parquet Courts,
392,0.0818,0.61,290667,791,0.0,2,0.0847,-10918,0,101,85338,4.0,938,1,Never Never Gonna Give Ya Up,Barry White,
393,0.0021,646,219754,892,0.00626,10,117,-5015,1,0.0331,119998,4.0,935,1,Wait & See,Holy Ghost!,
394,16,0.79,233813,616,0.13,0,136,-7081,1,0.0388,111038,4.0,373,1,Wait for a Minute,tUnE-yArDs,
395,0.0385,484,205500,492,0.66,7,111,-9297,1,0.0326,76467,4.0,193,1,5ft7,Tonstartssbandht,
396,304,785,373243,573,403,5,0.0824,-9082,0,0.0416,126465,4.0,626,1,200 Press,James Blake,
397,113,715,329169,0.64,0.0418,2,0.0848,-7168,1,0.0317,113507,4.0,398,1,Huarache Lights,Hot Chip,
398,0.0414,811,312360,635,142,7,204,-8394,1,0.0971,137595,4.0,752,1,Leave House,Caribou,
399,704,597,318261,721,0.0119,0,188,-9433,1,0.0377,110761,4.0,854,1,"Sweet Power, Your Embrace",James Mason,
400,785,0.6,299711,413,0.0289,7,109,-9572,1,0.0258,93618,4.0,0.0768,1,Hunger Of The Pine,alt-J,
401,629,811,141000,461,1.4e-05,9,0.0767,-10829,1,264,75286,4.0,0.72,1,Money Money,Horace Andy,
402,0.0167,797,211882,961,919,10,107,-8083,0,0.0677,128015,4.0,355,1,Symptom - Original Mix,Deapmash,
403,391,799,157068,657,3.16e-06,3,0.0763,-5293,1,0.0377,141655,4.0,956,1,I'll Do a Little Bit More,The Olympics,
404,0.0301,769,703107,514,16,9,0.0394,-14157,1,52,119674,4.0,719,1,Who Is He And What Is He To You,Creative Source,
405,0.27,865,462467,896,0.0488,3,0.0676,-7031,0,0.0623,111457,4.0,939,1,Bustin' Loose,Chuck Brown and the Soul Searchers,
406,107,826,253747,751,7.71e-05,10,0.0596,-9621,0,0.0564,105909,4.0,919,1,I Wish,Stevie Wonder,
407,0.96,508,250533,325,0.00259,2,188,-11627,1,37,92187,4.0,271,1,Baby,Donnie & Joe Emerson,
408,124,0.85,311120,818,0.00135,0,349,-8623,1,0.0904,105266,4.0,845,1,More Bounce To The Ounce,Zapp,
409,0.0245,819,302000,684,358,2,115,-6.97,1,0.0599,130268,4.0,0.84,1,Outlaw,War,
410,0.0194,896,474040,482,33,0,0.0273,-8.35,1,127,112.0,4.0,847,1,Walking Into Sunshine,Central Line,
411,0.0129,401,592920,661,7.72e-05,5,791,-6111,0,0.0462,107998,4.0,173,1,Pyramids,Frank Ocean,
412,0.0106,346,301867,808,685,11,247,-5791,0,0.0302,219331,4.0,711,1,Lazuli,Beach House,
413,115,697,251267,529,901,2,0.0895,-8838,1,0.0338,155974,4.0,483,1,Oblivion,Grimes,
414,195,605,209573,732,0.0135,6,246,-5643,0,0.15,195978,4.0,136,1,Obedear,Purity Ring,
415,34,691,425320,0.71,0.00225,10,0.0903,-6351,0,0.0322,118006,4.0,334,1,Flutes,Hot Chip,
416,0.0079,428,316444,0.74,935,0,0.0985,-10026,1,0.0588,134981,4.0,0.0576,1,Club Rez,Girl Unit,
417,0.00525,555,263213,612,0.0,4,346,-7841,0,0.0353,100036,4.0,319,1,Cry Like A Ghost,Passion Pit,
418,482,732,167547,468,809,9,371,-13662,0,0.0409,118994,4.0,191,1,Chained,The xx,
419,0.0124,633,284925,926,689,1,156,-4056,1,0.0404,152032,4.0,512,1,Disparate Youth,Santigold,
420,0.000199,284,141813,961,0.0,9,365,-3993,1,0.0567,186287,4.0,199,1,Cheap Beer,FIDLAR,
421,119,0.68,313787,489,2.86e-05,11,606,-7837,0,432,74.04,4.0,261,1,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,
422,0.0463,578,208139,825,0.0201,5,162,-4659,0,0.0284,113907,4.0,959,1,Origins,Tennis,
423,0.0602,658,156707,835,0.00781,4,0.14,-7165,0,0.0501,124654,4.0,568,1,Affection,Crystal Castles,
424,0.00914,385,180493,902,522,7,317,-5464,1,98,159939,4.0,0.52,1,Comeback Kid,Sleigh Bells,
425,0.0555,735,260400,798,0.0627,0,161,-6175,1,127,113997,4.0,469,1,Losing You,Solange,
426,132,635,139931,766,0.0,11,122,-6449,1,0.26,93603,4.0,675,1,Grown Up,Danny Brown,
427,0.0101,569,305680,857,0.0145,7,141,-5571,1,0.0337,104981,4.0,291,1,"It's Not My Fault, I'm Happy",Passion Pit,
428,0.000613,469,387640,823,0.000829,9,185,-3948,0,0.0583,122316,4.0,138,1,How Deep Is Your Love?,The Rapture,
429,0.0571,502,287827,632,54,4,226,-9971,0,271,82738,4.0,207,1,Are you... Can you... Were you? (Felt),Shabazz Palaces,
430,0.0212,597,260467,798,473,5,143,-5307,1,0.0367,99999,4.0,383,1,Second Song,TV On The Radio,
431,459,673,132049,764,0.000237,11,0.0955,-5482,1,401,182.13,4.0,551,1,Mornin',Star Slinger,
432,198,507,286413,739,865,2,185,-9728,1,0.04,87569,4.0,0.17,1,Before,Washed Out,
433,0.0198,517,245013,491,1.31e-06,11,0.0786,-13742,0,0.0341,104996,4.0,331,1,Midnight City,M83,
434,0.00417,356,193653,872,0.00975,2,0.0997,-7837,1,68,166.3,4.0,592,1,Lonely Boy,The Black Keys,
435,0.00529,563,200600,924,883,10,145,-3909,0,0.0511,94057,4.0,0.6,1,Caffeinated Consciousness,TV On The Radio,
436,0.0039,567,176893,876,0.0,9,531,-4573,0,0.0376,114902,4.0,697,1,Wild Window,Fool's Gold,
437,0.00501,633,264000,884,1.93e-05,9,134,-4158,0,0.0369,111.98,4.0,455,1,Polish Girl,Neon Indian,
438,929,445,250200,461,167,11,623,-11488,1,0.0379,119951,4.0,91,1,Calgary,Bon Iver,
439,0.00145,575,250826,625,0.0,9,0.0817,-5296,0,0.0345,111984,4.0,295,1,Civilization,Justice,
440,369,662,236733,571,0.000197,6,0.0908,-7382,0,106,152009,4.0,442,1,Headlines,Drake,
441,0.00096,573,256800,946,0.00191,7,115,-5065,1,377,151817,4.0,769,1,Michael Jackson,Das Racist,
442,0.0244,605,369387,755,586,1,0.0937,-5169,1,0.0358,122.3,4.0,367,1,Need You Now,Cut Copy,
443,0.00632,374,172960,937,0.0207,9,186,-3882,1,82,149812,4.0,337,1,Abducted,Cults,
444,158,714,187293,924,1.29e-05,10,0.91,-2.91,0,0.0662,77516,4.0,897,1,Gucci Gucci,Kreayshawn,
445,0.00441,207,287667,878,421,4,341,-7212,1,0.0449,89969,4.0,135,1,Eyes Be Closed,Washed Out,
446,0.0729,589,248200,938,942,2,166,-10475,0,0.0567,120007,4.0,556,1,Echoes,Washed Out,
447,652,0.36,217798,362,0.000128,10,107,-7102,1,0.0385,116846,4.0,144,1,The Daily Mail,Radiohead,
448,0.00091,516,251011,0.66,0.0,9,0.0663,-5002,0,0.0489,112065,4.0,238,1,Civilization,Justice,
449,126,579,212227,767,3.28e-05,9,384,-3713,1,78,144001,4.0,0.67,1,Punch Drunk Love,Teams vs. Star Slinger,
450,0.0184,845,415371,0.59,0.00581,0,84,-8225,1,0.0538,126024,4.0,346,1,Principles,Benoit & Sergio,
